R_kpc,Baryonic_target_p5,Baryonic_target_p16,Baryonic_target_p50,Baryonic_target_p84,Baryonic_target_p95,Baryonic target_min,Baryonic target_max
4.9537002,168.578743,176.571511,198.027588,208.87321,211.149495,168.578743,211.161471
4.9690856,168.486585,176.498571,197.915212,208.744205,211.061881,168.486585,211.073767
4.9845188,168.391784,176.422864,197.799817,208.629238,210.971448,168.391784,210.983242
5,168.29431,176.344354,197.681372,208.517865,210.878172,168.29431,210.889868
5.0133991,168.24221,176.306497,197.607727,208.451035,210.823308,168.24221,210.834901
5.0268342,168.188408,176.294619,197.532046,208.382376,210.766514,168.188408,210.778
5.0403052,168.132889,176.286789,197.454314,208.311873,210.707774,168.132889,210.719152
5.0538124,168.075636,176.27721,197.374516,208.239509,210.647072,168.075636,210.658341
5.0673557,168.016633,176.265854,197.292634,208.165263,210.584393,168.016633,210.595549
5.0809354,167.955864,176.252696,197.208652,208.08912,210.51972,167.955864,210.530762
5.0945514,167.893313,176.237708,197.122552,208.011063,210.453039,167.893313,210.463965
5.1082039,167.828964,176.220861,197.034318,207.926108,210.384333,167.828964,210.395141
5.1218931,167.762799,176.202128,196.943932,207.835746,210.313586,167.762799,210.324274
5.1356188,167.694801,176.18148,196.851378,207.743223,210.240781,167.694801,210.251348
5.1493814,167.624954,176.158889,196.756636,207.64852,210.165903,167.624954,210.176347
5.1631809,167.55324,176.134326,196.659689,207.551618,210.088934,167.55324,210.099252
5.1770173,167.479641,176.107763,196.560521,207.452499,210.009858,167.479641,210.02005
5.1908908,167.404139,176.079169,196.459111,207.351143,209.928658,167.404139,209.938722
5.2048015,167.326716,176.048515,196.355441,207.223128,209.845316,167.326716,209.85525
5.2187495,167.247355,176.015772,196.249493,207.078952,209.759817,167.247355,209.769619
5.2327349,167.166035,175.980908,196.141247,206.931795,209.672142,167.166035,209.681811
5.2467577,167.082739,175.946624,196.030685,206.781642,209.582274,167.082739,209.591808
5.2608181,167.049003,176.018356,196.004485,206.73061,209.56337,167.049003,209.572672
5.2749162,167.029286,176.106504,196.002796,206.755204,209.564872,167.029286,209.573919
5.2890521,167.008178,176.193737,195.999695,206.780776,209.564897,167.008178,209.573691
5.3032258,166.985669,176.280031,195.995175,206.804726,209.563432,166.985669,209.571977
5.3174375,166.961744,176.365359,195.989223,206.827041,209.560466,166.961744,209.568766
5.3316874,166.936392,176.449701,195.981829,206.847706,209.555988,166.936392,209.564047
5.3459754,166.909602,176.533031,195.972983,206.866706,209.549985,166.909602,209.557806
5.3603017,166.88136,176.615323,195.962671,206.882515,209.542445,166.88136,209.550033
5.3746664,166.851655,176.696552,195.950887,206.890912,209.533357,166.851655,209.540715
5.3890695,166.820474,176.776696,195.937617,206.897691,209.522707,166.820474,209.52984
5.4035113,166.787803,176.77496,195.922848,206.902841,209.510485,166.787803,209.517395
5.4179918,166.753631,176.632831,195.906574,206.906348,209.496678,166.753631,209.50337
5.4325111,166.717944,176.489916,195.888779,206.908199,209.481272,166.717944,209.48775
5.4470693,166.680729,176.346226,195.869453,206.880136,209.464256,166.680729,209.470523
5.4616665,166.641974,176.201775,195.848585,206.848381,209.445617,166.641974,209.451677
5.4763028,166.601664,176.10034,195.826161,206.815364,209.425341,166.601664,209.431198
5.4909784,166.559786,176.070004,195.802172,206.781082,209.403418,166.559786,209.409075
5.5056933,166.547166,176.074108,195.834235,206.814655,209.428695,166.547166,209.434115
5.5204476,166.582022,176.133926,195.956922,206.958509,209.530741,166.582022,209.535865
5.5352414,166.615467,176.19224,196.076978,207.103794,209.632418,166.615467,209.637254
5.5500749,166.647491,176.24904,196.189965,207.250523,209.733723,166.647491,209.738282
5.5649482,166.678082,176.304308,196.302365,207.398707,209.834654,166.678082,209.838944
5.5798613,166.707227,176.358029,196.415034,207.546008,209.935204,166.707227,209.939235
5.5948143,166.734914,176.410188,196.53224,207.693269,210.035372,166.734914,210.039153
5.6098075,166.761132,176.460771,196.648888,207.842272,210.135152,166.761132,210.138692
5.6248408,166.785868,176.509762,196.764972,207.993026,210.234541,166.785868,210.23785
5.6399144,166.809109,176.557146,196.880486,208.14554,210.333535,166.809109,210.33662
5.6550284,166.830845,176.602908,196.995424,208.299819,210.432129,166.830845,210.435
5.6701829,166.851062,176.647033,197.109779,208.455874,210.53032,166.851062,210.532986
5.685378,166.869748,176.689504,197.223546,208.613706,210.628102,166.869748,210.630571
5.7006139,166.886892,176.730309,197.336718,208.773325,210.725471,166.886892,210.727752
5.7158905,166.902481,176.792328,197.449288,208.934728,210.822422,166.902481,210.824523
5.7312081,166.916501,176.856666,197.561251,209.097924,210.918952,166.916501,210.920881
5.7465668,166.928941,176.919138,197.672599,209.263527,211.015054,166.928941,211.016819
5.7619666,166.959326,176.996358,197.793915,209.438883,211.120734,166.959326,211.122345
5.7774077,166.993927,177.076613,197.917735,209.616941,211.228911,166.993927,211.230378
5.7928901,167.027147,177.155123,198.04102,209.795614,211.336711,167.027147,211.338041
5.8084141,167.058974,177.231866,198.163767,209.974912,211.444133,167.058974,211.445333
5.8239797,167.089399,177.306822,198.285969,210.154839,211.55117,167.089399,211.552247
5.8395869,167.118409,177.379968,198.407618,210.3354,211.657818,167.118409,211.658779
5.855236,167.145995,177.451283,198.528711,210.516603,211.764072,167.145995,211.764925
5.870927,167.172144,177.520746,198.649239,210.698452,211.869927,167.172144,211.870678
5.8866601,167.196844,177.588335,198.769199,210.880954,211.975379,167.196844,211.976035
5.9024353,167.220088,177.654029,198.888582,211.064114,212.080423,167.220088,212.08099
5.9182529,167.24186,177.717804,199.007384,211.24794,212.185053,167.24186,212.185538
5.9341128,167.262152,177.77964,199.125598,211.432436,212.289266,167.262152,212.289674
5.9500152,167.28095,177.839514,199.243216,211.617609,212.393052,167.28095,212.393391
5.9659602,167.298244,177.897404,199.360233,211.803464,212.49641,167.298244,212.496684
5.9819479,167.314022,177.953289,199.476642,211.990009,212.599333,167.314022,212.599548
5.9979785,167.328273,178.007146,199.592437,212.177251,212.701816,167.328273,212.701978
6.0140521,167.362209,178.076838,199.718065,212.374419,212.906275,167.362209,212.906427
6.0301687,167.39786,178.147204,199.844655,212.576472,213.113944,167.39786,213.114087
6.0463285,167.432177,178.215664,199.970703,212.779034,213.32191,167.432177,213.322044
6.0625316,167.465146,178.282194,200.096203,212.982105,213.530172,167.465146,213.530296
6.0787782,167.496758,178.346773,200.22115,213.185691,213.73873,167.496758,213.738846
6.0950683,167.527004,178.409381,200.345536,213.38979,213.947584,167.527004,213.947691
6.111402,167.555872,178.469996,200.469356,213.594405,214.156732,167.555872,214.156831
6.1277795,167.583352,178.528598,200.592604,213.79954,214.366175,167.583352,214.366266
6.1442009,167.609433,178.585166,200.715275,214.005199,214.575916,167.609433,214.575999
6.1606663,167.634105,178.639677,200.837361,214.211382,214.785951,167.634105,214.786027
6.1771758,167.657357,178.692112,200.958857,214.418092,214.996281,167.657357,214.99635
6.1937296,167.679177,178.742447,201.079755,214.625334,215.206908,167.679177,215.20697
6.2103277,167.699555,178.790663,201.200051,214.833107,215.41783,167.699555,215.417885
6.2269704,167.718481,178.836738,201.319739,215.041418,215.629048,167.718481,215.629097
6.2436576,167.735942,178.880649,201.43881,215.250265,215.840561,167.735942,215.840604
6.2603895,167.748025,178.909356,201.501694,215.371728,215.965028,167.748025,215.965065
6.2771663,167.756428,178.928042,201.529528,215.438907,216.03543,167.756428,216.035463
6.293988,167.763572,178.944678,201.556162,215.505292,216.104926,167.763572,216.104954
6.3108548,167.769444,178.959244,201.581585,215.57088,216.173509,167.769444,216.173533
6.3277668,167.774034,178.971722,201.605788,215.635665,216.241172,167.774034,216.241191
6.3447241,167.777331,178.982089,201.628761,215.699643,216.307908,167.777331,216.307924
6.3617269,167.779322,178.990325,201.650496,215.762811,216.373713,167.779322,216.373725
6.3787752,167.779995,178.996411,201.670981,215.825163,216.438577,167.779995,216.438587
6.3958693,167.77934,179.000325,201.690208,215.886698,216.502498,167.77934,216.502505
6.4130091,167.777344,179.002047,201.708165,215.947173,216.565467,167.777344,216.565471
6.4301949,167.773993,179.001555,201.724842,216.006256,216.627477,167.773993,216.62748
6.4474267,167.769278,178.99883,201.740231,216.06451,216.688521,167.769278,216.688523
6.4647047,167.763184,178.993849,201.754319,216.12193,216.748595,167.763184,216.748595
6.482029,167.7557,178.986594,201.767099,216.178513,216.807691,167.7557,216.807691
6.4993997,167.746813,178.977042,201.778558,216.234254,216.865801,167.746813,216.865801
6.516817,167.716972,178.925629,201.650908,216.074116,216.709834,167.716972,216.709837
6.5342809,167.684919,178.86943,201.515834,215.903424,216.543305,167.684919,216.543316
6.5517917,167.651337,178.809853,201.378217,215.729797,216.373766,167.651337,216.373793
6.5693494,167.616212,178.746911,201.238036,215.553207,216.201192,167.616212,216.201239
6.5869541,167.57953,178.680617,201.095269,215.373626,216.025554,167.57953,216.02563
6.604606,167.541278,178.610985,200.949895,215.191027,215.846826,167.541278,215.846936
6.6223052,167.50144,178.538027,200.801891,215.005377,215.664978,167.50144,215.665129
6.6400518,167.460003,178.461756,200.651233,214.816649,215.479983,167.460003,215.480182
6.657846,167.416949,178.44634,200.497898,214.624812,215.291809,167.416949,215.292064
6.6756879,167.372267,178.430709,200.341864,214.429836,215.10043,167.372267,215.100746
6.6935776,167.32594,178.414102,200.183105,214.231691,214.905815,167.32594,214.906201
6.7115153,167.277951,178.396466,200.021599,214.030343,214.707933,167.277951,214.708396
6.729501,167.228288,178.377744,199.857321,213.825764,214.506755,167.228288,214.507303
6.7475349,167.176933,178.357879,199.690247,213.617922,214.302251,167.176933,214.302891
6.7656171,167.149062,178.358993,199.540181,213.425877,214.114111,167.149062,214.114853
6.7837478,167.123668,178.362518,199.390608,213.233731,213.925912,167.123668,213.926763
6.8019271,167.096771,178.364904,199.238385,213.038453,213.734525,167.096771,213.735494
6.8201551,167.068355,178.366093,199.083487,212.840012,213.539918,167.068355,213.541015
6.8384319,167.038407,178.366025,198.925892,212.638378,213.342065,167.038407,213.343298
6.8567577,167.006912,178.364645,198.765575,212.433519,213.140933,167.006912,213.142311
6.8751327,166.973854,178.36189,198.602513,212.225406,212.936494,166.973854,212.938026
6.8935568,166.939219,178.371066,198.43668,212.014005,212.728715,166.939219,212.730411
6.9120304,166.902992,178.378921,198.26805,211.799285,212.517565,166.902992,212.519436
6.9305535,166.865157,178.385366,198.096599,211.581214,212.303015,166.865157,212.305069
6.9491261,166.825698,178.39033,197.922302,211.359759,212.085032,166.825698,212.087279
6.9677486,166.784599,178.393741,197.745132,211.133438,211.863582,166.784599,211.866033
6.986421,166.741843,178.395527,197.565062,210.899232,211.638636,166.741843,211.641301
7.0051434,166.707145,178.404242,197.391362,210.671804,211.420662,166.707145,211.423553
7.023916,166.696653,178.434123,197.239496,210.468248,211.227139,166.696653,211.23027
7.0427389,166.684738,178.462367,197.084977,210.261521,211.03041,166.684738,211.033792
7.0616122,166.671384,178.4889,196.927783,210.0516,210.830444,166.671384,210.83409
7.0805361,166.656576,178.51365,196.767887,209.838453,210.627212,166.656576,210.631133
7.0995107,166.6403,178.536545,196.605267,209.622055,210.420684,166.6403,210.424893
7.1185362,166.622541,178.557508,196.439897,209.402375,210.210829,166.622541,210.215338
7.1376126,166.603283,178.576466,196.271751,209.179389,209.997618,166.603283,210.00244
7.1567402,166.582513,178.593345,196.100804,208.953063,209.781018,166.582513,209.786166
7.1759191,166.560212,178.608069,195.927031,208.723371,209.561,166.560212,209.566486
7.1951493,166.536367,178.5839,195.750403,208.490283,209.337531,166.536367,209.343369
7.214431,166.51096,178.413505,195.570897,208.253771,209.11058,166.51096,209.116784
7.2337645,166.483975,178.242052,195.388482,208.0138,208.880111,166.483975,208.886694
7.2531497,166.458899,178.07199,195.203305,207.768702,208.64456,166.458899,208.651538
7.2725869,166.450369,177.913646,195.016049,207.511581,208.39746,166.450369,208.404855
7.2920762,166.44034,177.754379,194.825814,207.250852,208.146669,166.44034,208.154497
7.3116177,166.428796,177.59418,194.632571,206.986483,207.892154,166.428796,207.90043
7.3312116,166.415717,177.433032,194.43629,206.720914,207.633879,166.415717,207.642619
7.350858,166.401087,177.27092,194.236942,206.454527,207.371809,166.401087,207.381029
7.370557,166.384888,177.10783,194.034497,206.190009,207.105913,166.384888,207.115628
7.3903089,166.367101,176.943745,193.828923,205.929475,206.836148,166.367101,206.846375
7.4101136,166.347706,176.778651,193.620192,205.664933,206.562485,166.347706,206.57324
7.4299714,166.326685,176.612529,193.408271,205.396339,206.284883,166.326685,206.296183
7.4498825,166.304016,176.445361,193.19083,205.123654,206.003305,166.304016,206.015167
7.4698469,166.279682,176.277132,192.959705,204.84684,205.717717,166.279682,205.730157
7.4898648,166.253659,176.107821,192.725393,204.565853,205.428079,166.253659,205.441114
7.5099364,166.224393,175.940535,192.493116,204.286151,205.139389,166.224393,205.153028
7.5300617,166.191842,175.775295,192.263042,204.007887,204.851794,166.191842,204.866044
7.550241,166.157558,175.68971,192.029804,203.725433,204.561386,166.157558,204.576289
7.5704743,166.12152,175.601742,191.793376,203.438752,204.326188,166.12152,204.343039
7.5907619,166.083704,175.511037,191.553728,203.1478,204.087368,166.083704,204.106287
7.6111038,166.044088,175.417554,191.310831,202.850668,203.844893,166.044088,203.866002
7.6315003,166.00265,175.321255,191.064654,202.542784,203.598727,166.00265,203.622151
7.6519514,165.959363,175.2221,190.815168,202.230653,203.348838,165.959363,203.374708
7.6724573,165.914206,175.120046,190.562342,201.914236,203.095188,165.914206,203.123638
7.6930182,165.867151,175.015053,190.306143,201.593492,202.837745,165.867151,202.86891
7.7136341,165.818174,174.907077,190.046542,201.268388,202.576474,165.818174,202.610497
7.7343054,165.767248,174.796075,189.783501,200.938923,202.311335,165.767248,202.348362
7.755032,165.712637,174.685737,189.528209,200.621767,202.054898,165.712637,202.094964
7.7758141,165.650754,174.584195,189.304725,200.35217,201.834181,165.650754,201.877071
7.796652,165.586952,174.4799,189.078151,200.078916,201.609989,165.586952,201.655828
7.8175457,165.52121,174.372819,188.848458,199.801969,201.382289,165.52121,201.431205
7.8384953,165.453503,174.262913,188.615619,199.5213,201.151051,165.453503,201.203175
7.8595012,165.383808,174.150145,188.3796,199.236871,200.916239,165.383808,200.971706
7.8805633,165.312101,174.034477,188.140375,198.948651,200.677821,165.312101,200.736769
7.9016818,165.238358,173.915871,187.897911,198.656605,200.435765,165.238358,200.498334
7.922857,165.162554,173.794287,187.652176,198.360697,200.190033,165.162554,200.256368
7.9440889,165.084663,173.669686,187.403141,198.060895,199.940596,165.084663,200.010845
7.9653777,165.004657,173.542024,187.15077,197.757164,199.687417,165.004657,199.761731
7.9867235,164.922511,173.411263,186.895032,197.449467,199.430462,164.922511,199.508996
8.0081266,164.845407,173.293599,186.670409,197.18712,199.205091,164.845407,199.287428
8.029587,164.778076,173.199698,186.499345,197.002211,199.034417,164.778076,199.119719
8.0511049,164.708777,173.10313,186.32558,196.814309,198.860796,164.708777,198.949138
8.0726805,164.637495,173.003873,186.149091,196.623382,198.684199,164.637495,198.775657
8.0943139,164.564214,172.9019,185.969858,196.429402,198.504601,164.564214,198.599252
8.1160052,164.488917,172.797189,185.799338,196.230682,198.321972,164.488917,198.419894
8.1377547,164.411589,172.689713,185.632398,196.026668,198.136283,164.411589,198.237557
8.1595625,164.332211,172.579448,185.462502,195.820327,197.947505,164.332211,198.052212
8.1814287,164.25077,172.46637,185.28962,195.610824,197.75561,164.25077,197.863831
8.2033536,164.167244,172.35045,185.113723,195.398127,197.560565,164.167244,197.672385
8.2253371,164.081621,172.231667,184.934784,195.182208,197.362345,164.081621,197.477849
8.2473796,163.993879,172.109992,184.752771,194.963032,197.160914,163.993879,197.280188
8.2694812,163.921075,172.018623,184.631548,194.829168,197.022047,163.921075,197.143912
8.291642,163.848632,171.929218,184.516482,194.704725,196.889486,163.848632,197.013792
8.3138622,163.774246,171.837308,184.39898,194.577797,196.754391,163.774246,196.881152
8.3361419,163.697904,171.742871,184.276334,194.448361,196.616742,163.697904,196.745972
8.3584813,163.619591,171.645886,184.151199,194.316393,196.477171,163.619591,196.608226
8.3808806,163.539289,171.546329,184.023551,194.181867,196.340134,163.539289,196.467892
8.4033399,163.456983,171.444179,183.89337,194.04476,196.200466,163.456983,196.324945
8.4258594,163.372658,171.339416,183.760633,193.905046,196.058143,163.372658,196.179363
8.4484393,163.286296,171.232013,183.625314,193.762699,195.913136,163.286296,196.031118
8.4710797,163.197881,171.121949,183.487393,193.617695,195.765423,163.197881,195.880189
8.4937807,163.107398,171.009204,183.346845,193.47001,195.614978,163.107398,195.72655
8.5165426,163.023093,170.900452,183.230217,193.353427,195.490336,163.023093,195.598451
8.5393654,162.939892,170.713343,183.121214,193.248053,195.37396,162.939892,195.478551
8.5622495,162.854678,170.524764,183.009855,193.144642,195.255118,162.854678,195.35623
8.5851948,162.767438,170.334722,182.896119,193.038797,195.133789,162.767438,195.231467
8.6082017,162.678153,170.143217,182.779985,192.930496,195.009947,162.678153,195.10424
8.6312702,162.586807,169.950254,182.661431,192.819716,194.883571,162.586807,194.974527
8.6544005,162.493383,169.770698,182.540435,192.706432,194.754636,162.493383,194.842303
8.6775928,162.397864,169.590124,182.416974,192.590623,194.623118,162.397864,194.707547
8.7008473,162.300231,169.407864,182.291028,192.462488,194.488993,162.300231,194.570236
8.724164,162.200469,169.223917,182.162572,192.324287,194.352237,162.200469,194.430346
8.7475433,162.098558,169.038277,182.031584,192.189493,194.212823,162.098558,194.287852
8.7709852,161.997162,168.856999,181.899954,192.056279,194.075818,161.997162,194.148116
8.79449,161.893945,168.674759,181.765991,191.913884,193.936762,161.893945,194.006399
8.8180577,161.788578,168.490849,181.629448,191.764321,193.795038,161.788578,193.862051
8.8416886,161.681043,168.305261,181.490304,191.612121,193.650618,161.681043,193.715044
8.8653828,161.571324,168.117995,181.34276,191.464379,193.503478,161.571324,193.565354
8.8891405,161.4594,167.929042,181.188051,191.332149,193.353592,161.4594,193.412958
8.9129618,161.345255,167.738401,181.030798,191.180357,193.200932,161.345255,193.257829
8.936847,161.22887,167.546066,180.87098,191.016474,193.045473,161.22887,193.099941
8.9607963,161.110225,167.352027,180.708573,190.848039,192.887186,161.110225,192.939267
8.9848097,160.989302,167.156283,180.543558,190.67707,192.726046,160.989302,192.775783
9.0088874,160.869044,166.963032,180.379748,190.506372,192.566935,160.869044,192.61442
9.0330297,160.751597,166.775301,180.21992,190.337945,192.413411,160.751597,192.458762
9.0572366,160.631899,166.585902,180.057523,190.166925,192.257088,160.631899,192.30034
9.0815085,160.509929,166.394827,179.892534,189.993294,192.097939,160.509929,192.13913
9.1058454,160.385671,166.202072,179.724933,189.817027,191.935937,160.385671,191.975102
9.1302475,160.259105,166.007626,179.554695,189.638105,191.771055,160.259105,191.808233
9.154715,160.130211,165.811485,179.381799,189.456505,191.603264,160.130211,191.638493
9.179248,159.998971,165.613638,179.20622,189.272248,191.432538,159.998971,191.465858
9.2038468,159.865363,165.414076,179.027935,189.089914,191.258844,159.865363,191.290298
9.2285116,159.729366,165.212789,178.846919,188.904745,191.082157,159.729366,191.111786
9.2532424,159.592513,165.011711,178.665325,188.718839,190.904936,159.592513,190.932788
9.2780395,159.463571,164.821833,178.49547,188.544236,190.741309,159.463571,190.767458
9.302903,159.332296,164.647209,178.322978,188.36688,190.574791,159.332296,190.599278
9.3278332,159.198668,164.518593,178.147823,188.186747,190.405355,159.198668,190.428222
9.3528302,159.062666,164.386832,177.969983,188.003811,190.232971,159.062666,190.254262
9.3778942,158.924271,164.247492,177.789434,187.818044,190.05761,158.924271,190.07737
9.4030253,158.783463,164.02337,177.606153,187.629421,189.879244,158.783463,189.897519
9.4282238,158.64022,163.798161,177.420115,187.437914,189.697842,158.64022,189.71468
9.4534899,158.494522,163.572621,177.231294,187.243495,189.513374,158.494522,189.528825
9.4788236,158.346347,163.357058,177.039666,187.046136,189.325811,158.346347,189.339923
9.5042252,158.197594,163.142235,176.847129,186.847204,189.13745,158.197594,189.150281
9.5296949,158.056018,162.937079,176.661457,186.652322,188.957705,158.056018,188.96933
9.5552328,157.912012,162.784099,176.473025,186.454515,188.774923,157.912012,188.785392
9.5808392,157.765557,162.627941,176.281805,186.253754,188.589074,157.765557,188.598436
9.6065142,157.61663,162.46853,176.087776,186.05001,188.400128,157.61663,188.408435
9.632258,157.465212,162.305841,175.890909,185.843256,188.208053,157.465212,188.215358
9.6580708,157.311279,162.139846,175.691179,185.633459,188.012817,157.311279,188.019176
9.6839528,157.154811,161.97052,175.48856,185.420592,187.814389,157.154811,187.819858
9.7099041,156.995785,161.797836,175.283026,185.204625,187.612737,156.995785,187.617377
9.735925,156.834179,161.621768,175.074547,184.985525,187.407826,156.834179,187.411697
9.7620156,156.677824,161.45137,174.874625,184.776251,187.211965,156.677824,187.21513
9.7881761,156.528177,161.288327,174.685403,184.579224,187.027451,156.528177,187.029974
9.8144068,156.376047,161.122012,174.493402,184.379257,186.83985,156.376047,186.841799
9.8407077,156.221413,160.9524,174.298599,184.176322,186.649131,156.221413,186.650576
9.8670791,156.064252,160.781401,174.100965,183.970389,186.455263,156.064252,186.456276
9.8935212,155.904544,160.614688,173.900475,183.761429,186.258214,155.904544,186.258867
9.9200341,155.742264,160.444308,173.697103,183.549412,186.057951,155.742264,186.058322
