R_kpc,Baryonic_target_p5,Baryonic_target_p16,Baryonic_target_p50,Baryonic_target_p84,Baryonic_target_p95,Baryonic target_min,Baryonic target_max
9.9466181,155.577392,160.270233,173.490822,183.334309,185.854444,155.577392,185.85461
9.9732733,155.409902,160.092435,173.281605,183.116084,185.647655,155.409902,185.647697
10,155.239774,159.910887,173.069423,182.89471,185.437554,155.239774,185.437554
10.17063,154.237147,158.840846,171.874912,181.685493,184.261134,154.237147,184.261134
10.344171,153.19451,157.71488,170.646961,180.447139,183.05201,153.19451,183.05201
10.520673,152.114681,156.642451,169.387604,179.168158,181.812687,152.114681,181.812687
10.700187,151.026831,155.752421,168.118464,177.869592,180.568129,151.026831,180.568129
10.882763,149.919334,154.874986,166.834084,176.568865,179.310228,149.919334,179.310228
11.068456,148.788072,153.878542,165.539148,175.277748,178.042219,148.788072,178.042219
11.257316,147.64221,152.668523,164.254002,173.992761,176.784178,147.64221,176.784178
11.449399,146.523232,151.489376,163.038397,172.815553,175.597632,146.523232,175.597632
11.64476,145.399457,150.068287,161.884194,171.712626,174.435196,145.399457,174.435196
11.843454,144.267991,148.611661,160.756802,170.648852,173.291209,144.267991,173.291209
12.045538,143.130478,147.179249,159.646221,169.620825,172.165672,143.130478,172.165672
12.251071,141.987669,145.741798,158.549488,168.604871,171.056023,141.987669,171.056023
12.46011,140.867941,144.478612,157.506348,167.648327,170.003489,140.867941,170.003489
12.672717,139.752531,143.467711,156.507846,166.770584,168.99834,139.752531,168.99834
12.888951,138.638677,142.561376,155.54395,165.974024,168.031487,138.638677,168.031487
13.108874,137.514512,141.63758,154.568072,165.20618,167.056453,137.514512,167.056453
13.332551,136.36902,140.644133,153.530568,164.340979,166.02228,136.36902,166.02228
13.560043,135.19975,139.465878,152.409853,163.323113,164.905621,135.19975,164.905621
13.791418,134.00972,138.441563,151.205436,162.177074,163.704593,134.00972,163.704593
14.02674,132.800239,137.323289,149.910783,160.891623,162.411188,132.800239,162.411188
14.266078,131.590836,136.07603,148.613088,159.581288,161.100546,131.590836,161.100546
14.509499,130.398428,134.772943,147.386875,158.33597,159.844962,130.398428,159.844962
14.757074,129.216907,133.483795,146.185945,157.144598,158.616163,129.216907,158.616163
15.008874,128.044118,132.205451,144.998953,155.958248,157.40252,128.044118,157.40252
15.26497,126.878749,130.936469,143.820623,154.785192,156.199422,126.878749,156.199422
15.525435,125.720036,129.676188,142.647926,153.624388,155.004502,125.720036,155.004502
15.790345,124.567768,128.424382,141.478053,152.495384,153.814965,124.567768,153.814965
16.059775,123.421979,127.180444,140.309765,151.399498,152.629424,123.421979,152.629424
16.333802,122.281083,125.922387,139.138241,150.286508,151.436213,122.281083,151.436213
16.612505,121.139859,124.637371,137.930034,149.0815,150.196267,121.139859,150.196267
16.895964,119.993806,123.323473,136.550198,147.715605,148.867367,119.993806,148.867367
17.184259,118.848308,121.992466,135.107606,146.25138,147.475765,118.848308,147.475765
17.477473,117.722025,120.673865,133.746487,144.881283,146.159233,117.722025,146.159233
17.775691,116.626462,119.38396,132.528929,143.69244,144.977532,116.626462,144.977532
18.078997,115.546069,118.104446,131.405105,142.531703,143.820277,115.546069,143.820277
18.387478,114.468602,116.823848,130.255663,141.364991,142.62653,114.468602,142.62653
18.701223,113.396108,115.591526,129.093475,140.150536,141.410464,113.396108,141.410464
19.020321,112.333468,114.374164,127.904915,138.859631,140.17681,112.333468,140.17681
19.344864,111.288225,113.221395,126.653586,137.55429,138.936831,111.288225,138.936831
19.674944,110.25017,112.339897,125.403751,136.294835,137.693995,110.25017,137.693995
20.010657,109.220735,111.462189,124.153441,135.025514,136.445084,109.220735,136.445084
20.352098,108.211893,110.622625,122.900529,133.772135,135.185467,108.211893,135.185467
20.699365,107.208207,109.79321,121.627248,132.482183,133.894347,107.208207,133.894347
21.052558,106.221398,108.970889,120.429078,131.237735,132.640009,106.221398,132.640009
21.411776,105.251068,108.154717,119.336243,130.044674,131.433719,105.251068,131.433719
21.777125,104.290399,107.336514,118.258937,128.870612,130.243032,104.290399,130.243032
22.148707,103.348414,106.379542,117.195983,127.696285,129.066086,103.348414,129.066086
22.526629,102.414125,105.39179,116.133915,126.445305,127.888164,102.414125,127.888164
22.911,101.498806,104.333964,115.100134,125.357195,126.741551,101.498806,126.741551
23.30193,100.593711,103.228715,114.060732,124.325344,125.613497,100.593711,125.613497
23.69953,99.7034775,102.161155,113.025136,123.268111,124.5042,99.7034775,124.5042
24.103914,98.8281792,101.131185,112.00883,122.199633,123.406248,98.8281792,123.406248
24.515198,97.9627771,100.133599,111.003381,121.12104,122.308532,97.9627771,122.308532
24.9335,97.1166885,99.1784694,110.036061,120.070816,121.243682,97.1166885,121.243682
25.358939,96.279692,98.2479534,109.092147,119.040808,120.201585,96.279692,120.201585
25.791637,95.442833,97.3475316,108.150661,118.015641,119.166328,95.442833,119.166328
26.231719,94.6080709,96.5164145,107.208205,116.98085,118.134003,94.6080709,118.134003
26.67931,93.7769117,95.7083734,106.267581,115.946305,117.106411,93.7769117,117.106411
27.134538,92.9461459,94.9012003,105.338417,114.931109,116.096633,92.9461459,116.096633
27.597533,92.1159527,94.0950092,104.417718,113.930421,115.10123,92.1159527,115.10123
28.068429,91.2862337,93.2895669,103.50057,112.936503,114.114556,91.2862337,114.114556
28.547359,90.456736,92.4844499,102.582435,111.94232,113.131476,90.456736,113.131476
29.034462,89.6279758,91.6803223,101.672995,110.963209,112.163573,89.6279758,112.163573
29.529876,88.8000767,90.8773276,100.774583,110.00293,111.2137,88.8000767,111.2137
30.033743,87.9725612,90.091907,99.8817073,109.053043,110.275562,87.9725612,110.275562
30.546207,87.1448206,89.3850134,98.9890673,108.105492,109.343159,87.1448206,109.343159
31.067416,86.3174267,88.5071641,98.106584,107.175943,108.428141,86.3174267,108.428141
31.597518,85.4905639,87.7842603,97.2378626,106.27015,107.534704,85.4905639,107.534704
32.136665,84.6636868,87.0578054,96.3781633,105.3814,106.657754,84.6636868,106.657754
32.685012,83.8364009,86.2167201,95.4849224,104.506816,105.795046,83.8364009,105.795046
33.242715,83.0083348,85.3762957,94.5983457,103.644476,104.945033,83.0083348,104.945033
33.809934,82.1822979,84.5394989,93.7211963,102.797116,104.110862,82.1822979,104.110862
34.386831,81.3553859,83.7131957,92.8495263,101.959815,103.287752,81.3553859,103.287752
34.973572,80.5267491,82.9028402,91.9817583,101.130299,102.473698,80.5267491,102.473698
35.570325,79.6990717,82.0929616,91.1194361,100.309312,101.670391,79.6990717,101.670391
36.17726,78.8708127,81.2821543,90.2651989,99.5018701,100.880589,78.8708127,100.880589
36.794551,78.0426829,80.4783879,89.4222143,98.7125838,100.107707,78.0426829,100.107707
37.422375,77.2155271,79.6885483,88.5894732,97.9390966,99.3503617,77.2155271,99.3503617
38.060912,76.3880667,78.9612918,87.7647329,97.1782331,98.6056422,76.3880667,98.6056422
38.710343,75.5607822,78.2272242,86.9553874,96.4298456,97.8735355,75.5607822,97.8735355
39.370856,74.7345716,77.4869808,86.1548949,95.6945656,97.1547478,74.7345716,97.1547478
40.04264,73.907714,76.7490706,85.3584977,94.9696723,96.4464409,73.9076982,96.4464409
40.725886,73.0859643,76.0082758,84.5842036,94.2607883,95.750011,73.0815418,95.750011
41.42079,72.2732571,75.2709674,83.8176103,93.5730711,95.0670675,72.2568761,95.0670675
42.127551,71.4681373,74.5357583,83.0570451,92.9043148,94.3957108,71.432643,94.3957108
42.846372,70.6704889,73.8026119,82.3021997,92.2536333,93.7355702,70.6091357,93.7355702
43.577457,69.868922,73.07147,81.5529444,91.6204551,93.0864667,69.7866182,93.0864667
44.321018,69.0677467,72.3258403,80.8091402,91.0042275,92.4482023,68.9652971,92.4482023
45.077266,68.2710807,71.5568833,80.0705348,90.404248,91.8204438,68.145318,91.8204438
45.846417,67.4788957,70.7836965,79.3369069,89.8198738,91.2028848,67.3267956,91.2028848
46.628693,66.6912621,70.0075043,78.6086403,89.2513159,90.5958701,66.5099463,90.5958701
47.424316,65.9081986,69.2330007,77.8859293,88.6984519,89.999515,65.6949399,89.999515
48.233515,65.1275987,68.458086,77.1664934,88.125463,89.4112172,64.8798324,89.4112172
49.056522,64.3177757,67.6499227,76.4148943,87.4502411,88.7924325,64.0332072,88.7924325
49.893571,63.4739062,66.8038223,75.6250413,86.610225,88.1366241,63.1505084,88.1366241
50.744903,62.6048933,65.9330283,74.8062224,85.7330002,87.4539457,62.2408833,87.4539457
51.610761,61.7214319,65.029038,73.9943209,84.8319171,86.7571858,61.3152597,86.7571858
52.491394,60.7506235,64.1218795,73.1981424,83.9076441,86.0539161,60.3807462,86.0539161
53.387052,59.7736556,63.2040183,72.4038056,82.9628415,85.3558579,59.4472041,85.3558579
54.297993,58.8055065,62.2898917,71.6185267,82.02242,84.6706529,58.5214436,84.6706529
55.224478,57.8545836,61.3664387,70.8510568,81.0972964,84.0077415,57.6113371,84.0077415
56.166771,56.9606784,60.4771776,70.0653725,80.2998721,83.3755272,56.7052426,83.3755272
57.125142,56.0681696,59.6080907,69.2949613,79.5522126,82.7817357,55.7863796,82.7817357
58.099866,55.2141187,58.7905783,68.5672636,78.8510802,82.2342872,54.9041271,82.2342872
59.091222,54.4082931,58.0017074,67.8903414,78.2245452,81.7410441,54.0684484,81.7410441
60.099493,53.6610105,57.2740061,67.272386,77.7016347,81.3098783,53.2899974,81.3098783
61.124968,52.9439986,56.5829705,66.6743015,77.218817,80.9096336,52.5403187,80.9096336
62.167941,52.2246365,55.9141715,66.0777946,76.7544553,80.5148456,51.7950385,80.5148456
63.22871,51.442516,55.2427085,65.4922403,76.29605,80.125073,51.0545663,80.125073
64.307579,50.6757562,54.5680137,64.918304,75.8433317,79.7398459,50.3193437,79.7398459
65.404856,49.9253794,53.8900276,64.3563303,75.3845937,79.3586648,49.5898464,79.3586648
66.520856,49.1838054,53.2140703,63.8030282,74.9603206,78.980998,48.8665849,78.980998
67.655899,48.4492463,52.537523,63.2574099,74.5460981,78.6062815,48.1501066,78.6062815
68.810309,47.7223492,51.8528209,62.719471,74.1315441,78.2339167,47.4409992,78.2339167
69.984416,47.0038026,51.1688411,62.1892035,73.7229631,77.863269,46.7398909,77.863269
71.178558,46.2943385,50.5207346,61.6665933,73.3196809,77.4936647,46.0474513,77.4936647
72.393074,45.5947376,49.9044498,61.1516231,72.9209794,77.124392,45.3643976,77.124392
73.628315,44.9058251,49.2607211,60.6442665,72.5260902,76.7546955,44.6914905,76.7546955
74.884631,44.257453,48.6246618,60.1345555,72.134197,76.383778,44.0295437,76.383778
76.162385,43.5854798,47.9970582,59.6281126,71.7648074,76.0107947,43.3794183,76.0107947
77.46194,42.9267927,47.3787541,59.127658,71.4003899,75.6348551,42.7420323,75.6348551
78.78367,42.2824643,46.7706481,58.6331918,71.0374559,75.2550176,42.1183574,75.2550176
80.127953,41.6536235,46.1882435,58.1447107,70.6376317,74.8702883,41.5094192,74.8702883
81.495173,41.0407484,45.6182667,57.661567,70.198521,74.4795137,40.9156027,74.4795137
82.885722,40.4445061,45.060373,57.183247,69.7549651,74.0815339,40.3374732,74.0815339
84.299997,39.866094,44.5153593,56.7010997,69.3062203,73.675213,39.7761161,73.675213
85.738405,39.3067702,43.9840685,56.2224293,68.8691716,73.2593532,39.2326787,73.2593532
87.201356,38.7678577,43.4673947,55.748029,68.4310436,72.8326942,38.7083749,72.8326942
88.689269,38.2507447,42.9650823,55.2778706,67.9774072,72.3939082,38.2044871,72.3939082
90.20257,37.756887,42.4907631,54.8119266,67.570241,71.941597,37.722369,71.941597
91.741693,37.2878093,42.0392992,54.3501696,67.1557771,71.4742894,37.2634499,71.4742894
93.307078,36.845108,41.6055895,53.892573,66.6827795,70.9904376,36.8292376,70.9904376
94.899173,36.4304522,41.2044865,53.4391105,66.2366877,70.4884136,36.4213221,70.4884136
96.518433,36.0455854,40.7809971,52.9897568,65.7736798,69.9665064,36.041379,69.9665064
98.165323,35.6923259,40.3963851,52.5444863,65.27343,69.4229167,35.6911727,69.4229167
99.840314,35.3725694,40.0354775,52.1052205,64.7612854,68.8557557,35.3725608,68.8557557
101.54389,35.0779005,39.6892057,51.695348,64.2429508,68.2758603,35.0744498,68.2758603
103.27652,34.7937744,39.3433041,51.2921079,63.7481865,67.7007191,34.7789902,67.7007191
105.03873,34.5192542,38.9786074,50.8951449,63.3060721,67.1304176,34.4860168,67.1304176
106.831,34.2461567,38.5866873,50.504088,62.8750776,66.5649228,34.1955127,66.5649228
108.65385,33.9607486,38.1900595,50.11857,62.3937715,66.0041921,33.9074559,66.0041921
110.50781,33.696104,37.6980652,49.7382338,61.9132407,65.4481829,33.6218247,65.4481829
112.3934,33.4369063,37.1837122,49.3627368,61.4335786,64.8968585,33.3386003,64.8968585
114.31116,33.1828736,36.6735707,48.991744,60.8548827,64.3501796,33.0577621,64.3501796
116.26165,32.9337308,36.1859833,48.6249283,60.3914725,63.8081037,32.7792887,63.8081037
118.24542,32.6892129,35.9229321,48.261976,59.9483187,63.2705945,32.5031612,63.2705945
120.26303,32.4490617,35.8235259,47.9025826,59.5082035,62.7376155,32.229361,62.7376155
122.31508,32.2130227,35.72531,47.5464477,59.0707161,62.2091228,31.9578654,62.2091228
124.40213,31.9480427,35.5856419,47.1932884,58.6354692,61.6850855,31.6886588,61.6850855
126.5248,31.6480581,35.2476304,46.7908443,58.202078,61.1654605,31.4217187,61.1654605
128.68369,31.3524601,34.9124505,46.3661493,57.7701767,60.6502125,31.1570272,60.6502125
130.87941,31.0612619,34.5957716,45.9451376,57.3394117,60.1393064,30.8945662,60.1393064
133.1126,30.7744728,34.263318,45.5278632,56.9063773,59.632703,30.6343156,59.632703
135.3839,30.4921018,33.9269948,45.114379,56.4546158,59.1303662,30.3762568,59.1303662
137.69395,30.2141574,33.6125489,44.7047378,56.0180376,58.6322621,30.1203724,58.6322621
140.04342,29.9406444,33.358096,44.2989859,55.5956997,58.1383531,29.8666431,58.1383531
142.43297,29.6715683,33.1075033,43.8971712,55.1726393,57.6486065,29.6150521,57.6486065
144.8633,29.4069301,32.86096,43.4993341,54.7493045,57.1629841,29.3655797,57.1629841
147.3351,29.1467317,32.6186501,43.1055164,54.3012859,56.6814522,29.1182087,56.6814522
149.84907,28.8909735,32.3807498,42.7157576,53.7605979,56.2039778,28.8729222,56.2039778
152.40594,28.6396529,32.1474268,42.3300925,53.2910009,55.7305248,28.6297014,55.7305248
155.00643,28.392768,31.9179709,41.9485567,52.9681237,55.2610614,28.3885303,55.2610614
157.6513,28.1503132,31.6606021,41.5711797,52.5747815,54.7955513,28.14939,54.7955513
160.3413,27.9122641,31.4068532,41.1979249,52.1452224,54.3339626,27.9122641,54.3339626
163.0772,27.6771357,31.1575162,40.8237943,51.703983,53.876262,27.6771357,53.876262
165.85978,27.4439882,30.9128851,40.4461437,51.2635121,53.4224174,27.4439882,53.4224174
168.68983,27.2128054,30.6727205,40.0656272,50.8240742,52.9723975,27.2128054,52.9723975
171.56818,26.9835691,30.4367874,39.6828753,50.3859205,52.5261667,26.9835691,52.5261667
174.49564,26.7562642,30.2048604,39.2985039,49.94013,52.0836953,26.7562642,52.0836953
177.47305,26.5308741,29.9285612,38.9131076,49.4633204,51.6449514,26.5308741,51.6449514
180.50127,26.3073822,29.6463547,38.5445714,48.984244,51.2099024,26.3073822,51.2099024
183.58116,26.085773,29.3667157,38.1971272,48.5039716,50.7785184,26.085773,50.7785184
186.71359,25.8660315,29.0897889,37.8529455,48.0569391,50.3507698,25.8660315,50.3507698
189.89948,25.6481401,28.8157106,37.5120715,47.7109999,49.926623,25.6481401,49.926623
193.13973,25.4320844,28.5353681,37.1745522,47.3659156,49.5060493,25.4320844,49.5060493
196.43526,25.2178492,28.2159541,36.8404317,47.021458,49.0890194,25.2178492,49.0890194
199.78703,25.0054181,27.9019686,36.509749,46.6447237,48.6755014,25.0054181,48.6755014
203.19599,24.7947766,27.5937933,36.1825441,46.2551393,48.265467,24.7947766,48.265467
206.66311,24.5859099,27.2917957,35.858854,45.8681103,47.8588875,24.5859099,47.8588875
210.1894,24.3788021,26.9963266,35.5387116,45.4836083,47.4557317,24.3788021,47.4557317
213.77585,24.1734393,26.7077259,35.222151,45.1016095,47.055973,24.1734393,47.055973
217.4235,23.9698063,26.4373709,34.9092017,44.7220868,46.6595814,23.9698063,46.6595814
221.13339,23.7678887,26.186053,34.5998924,44.3450155,46.2665288,23.7678887,46.2665288
224.90658,23.567672,26.0051904,34.2942497,43.9703716,45.8767875,23.567672,45.8767875
228.74415,23.369142,25.8827761,33.9922984,43.5897975,45.4903294,23.369142,45.4903294
232.6472,23.1722844,25.7514764,33.6940611,43.2313915,45.1071268,23.1722844,45.1071268
236.61685,22.9770851,25.6055405,33.3995588,42.8807731,44.727152,22.9770851,44.727152
240.65423,22.7835302,25.4437115,33.1088111,42.5319761,44.3503784,22.7835302,44.3503784
244.76051,22.5916053,25.2647808,32.8218349,42.1848496,43.9767778,22.5916053,43.9767778
248.93684,22.4012978,25.0675891,32.5386476,41.8392512,43.6063256,22.4012978,43.6063256
253.18444,22.212593,24.8565567,32.2592386,41.495667,43.2389932,22.212593,43.2389932
257.50452,22.0254778,24.6446894,31.9835148,41.1555376,42.8747549,22.0254778,42.8747549
261.89831,21.8399388,24.4324539,31.7113921,40.8188617,42.5135852,21.8399388,42.5135852
266.36707,21.6559629,24.219704,31.4427897,40.4855686,42.155458,21.6559629,42.155458
270.91208,21.4735368,24.0062997,31.1776282,40.155589,41.8003477,21.4735368,41.8003477
275.53464,21.2926474,23.7921057,30.9158301,39.8241272,41.4482288,21.2926474,41.4482288
280.23608,21.1132817,23.5769919,30.6573191,39.4879751,41.0990757,21.1132817,41.0990757
285.01773,20.9354272,23.3608341,30.4020217,39.1533007,40.7528645,20.9354272,40.7528645
289.88098,20.7590706,23.1435118,30.1498642,38.8201258,40.409569,20.7590706,40.409569
294.82721,20.5841996,22.9335149,29.9257709,38.4409795,40.0691655,20.5841996,40.0691655
299.85783,20.410802,22.7282936,29.7163367,38.0346633,39.73163,20.410802,39.73163
304.97429,20.2388649,22.5348053,29.5097399,37.6227621,39.3969377,20.2388649,39.3969377
310.17806,20.0683759,22.3869905,29.2970241,37.2166734,39.0650641,20.0683759,39.0650641
315.47061,19.8993235,22.1452039,29.0602921,36.8207833,38.735987,19.8993235,38.735987
320.85347,19.7316951,21.9105154,28.8261924,36.5884109,38.4096818,19.7316951,38.4096818
326.32818,19.5654786,21.726383,28.5946771,36.2902106,38.0861251,19.5654786,38.0861251
331.89631,19.4006622,21.5747558,28.3656992,35.9606591,37.7652938,19.4006622,37.7652938
337.55944,19.2372344,21.4269157,28.1392132,35.6660133,37.4471655,19.2372344,37.4471655
343.3192,19.0751833,21.2828354,27.9151735,35.3744213,37.1317171,19.0751833,37.1317171
349.17725,18.914497,21.1424872,27.6935356,35.0858307,36.8189254,18.914497,36.8189254
355.13524,18.7551647,21.0234067,27.4742569,34.7861073,36.5087694,18.7551647,36.5087694
361.1949,18.5971743,20.9156549,27.236332,34.4848107,36.2012257,18.5971743,36.2012257
367.35795,18.440515,20.6679215,27.0045152,34.1859286,35.8962728,18.440515,35.8962728
373.62617,18.285175,20.5105735,26.7989923,33.8894441,35.5938884,18.285175,35.5938884
380.00134,18.1311438,20.3979903,26.5755991,33.5942226,35.2940515,18.1311438,35.2940515
386.48528,17.9784103,20.2407517,26.3467315,33.2887771,34.9967407,17.9784103,34.9967407
393.07987,17.8269631,20.0830527,26.1191733,32.9859065,34.7019338,17.8269631,34.7019338
399.78697,17.6767918,19.9456619,25.8929073,32.6856293,34.4096109,17.6767918,34.4096109
406.60852,17.5278856,19.8149979,25.6679148,32.3879611,34.1197502,17.5278856,34.1197502
413.54647,17.3802335,19.6864271,25.4441783,32.0929172,33.832331,17.3802335,33.832331
420.60279,17.2338255,19.5599125,25.2216817,31.8328933,33.5473334,17.2338255,33.5473334
427.77952,17.0886507,19.4354171,25.0004074,31.5863948,33.2647363,17.0886507,33.2647363
435.0787,16.9446988,19.2641009,24.78034,31.3197907,32.98452,16.9446988,32.98452
442.50243,16.8019596,19.0675245,24.5614634,31.038532,32.706664,16.8019596,32.706664
450.05284,16.6604226,18.873139,24.3437622,30.7598424,32.4311483,16.6604226,32.4311483
457.73207,16.5200781,18.6729461,24.1272223,30.4837239,32.157954,16.5200781,32.157954
465.54233,16.3809158,18.5143249,23.9118286,30.2101766,31.8870609,16.3809158,31.8870609
473.48586,16.2429258,18.3565934,23.6975671,29.9392008,31.6184497,16.2429258,31.6184497
481.56493,16.1060981,18.2006446,23.4844243,29.7848027,31.3521013,16.1060981,31.3521013
489.78185,15.9704231,18.0464721,23.2723868,29.582148,31.0879966,15.9704231,31.0879966
498.13898,15.8358909,17.9348418,23.0614414,29.3176342,30.8261165,15.8358909,30.8261165
506.63871,15.702492,17.824674,22.8515757,29.0563809,30.5664423,15.702492,30.5664423
515.28346,15.570217,17.7157853,22.6427778,28.822839,30.308956,15.570217,30.308956
524.07572,15.4390561,17.6081425,22.4350354,28.6322076,30.0536386,15.4390561,30.0536386
533.01801,15.309,17.501713,22.2283366,28.4422886,29.8004716,15.309,29.8004716
542.11287,15.1800396,17.3924171,22.0226709,28.2530149,29.5494376,15.1800396,29.5494376
551.36292,15.0521656,17.2770563,21.818027,28.0643211,29.3005181,15.0521656,29.3005181
560.7708,14.9253687,17.1344225,21.629337,27.8761445,29.0536957,14.9253687,29.0536957
570.33921,14.79964,16.9782164,21.4435016,27.641711,28.8089523,14.79964,28.8089523
580.07089,14.6749703,16.8240788,21.2595945,27.4072678,28.5662705,14.6749703,28.5662705
589.96861,14.5513509,16.6720129,21.0776013,27.2506088,28.3256332,14.5513509,28.3256332
600.03522,14.4287728,16.5220209,20.8975067,27.1548967,28.0870229,14.4287728,28.0870229
610.2736,14.3072272,16.3894494,20.7192961,26.9836523,27.8504225,14.3072272,27.8504225
620.68667,14.1867056,16.2345153,20.5429551,26.760297,27.6158153,14.1867056,27.6158153
631.27742,14.0671992,16.0806103,20.3684688,26.5398365,27.3831844,14.0671992,27.3831844
642.04888,13.9486995,15.9277273,20.1958227,26.3222645,27.1525132,13.9486995,27.1525132
653.00414,13.831198,15.775859,20.0250017,26.1075741,26.9237848,13.831198,26.9237848
664.14632,13.7146864,15.6249988,19.8559917,25.8957583,26.6969836,13.7146864,26.6969836
675.47862,13.5991562,15.4751394,19.6887779,25.6868087,26.4720927,13.5991562,26.4720927
687.00429,13.4845992,15.3312093,19.5233456,25.4807169,26.2490962,13.4845992,26.2490962
698.72661,13.3710073,15.1900152,19.3596805,25.2774739,26.0279784,13.3710073,26.0279784
710.64896,13.2583721,15.0507613,19.2100769,25.0770698,25.808723,13.2583721,25.808723
722.77473,13.1466859,14.9134449,18.9869291,24.8794946,25.5913148,13.1466859,25.5913148
735.10741,13.0359404,14.7780624,18.7637243,24.6847375,25.3757379,13.0359404,25.3757379
747.65051,12.9261279,14.6446102,18.5834922,24.4927874,25.1619771,12.9261279,25.1619771
760.40764,12.8172404,14.5077319,18.4435975,24.3036324,24.9500168,12.8172404,24.9500168
773.38245,12.7092701,14.3703139,18.3064186,24.1172607,24.7398421,12.7092701,24.7398421
786.57864,12.6022094,14.2296903,18.1702887,23.9336596,24.5314379,12.6022094,24.5314379
800,12.4960505,14.0263385,18.035193,23.752816,24.3247892,12.4960505,24.3247892
